scraped_comment,time,date,year
"<div class=""narrow""><blockquote><a href=""/post/76229044""><b>Sthill5</b></a>:<br><br><br>I recently learned that the British council in Lagos conducts the exam every march and September Contact them <br>The certificate course is just 3 modules</blockquote>only in Lagos? and typically how many months would it take to complete the 3 modules?</div>",9:01pm,Feb-28,2019
"<div class=""narrow""><blockquote><a href=""/post/76215508""><b>Tjoy4eva</b></a>:<br>Congrats. pls, kindly share the email u used to contact AVO, my visiting visa has expired and I don't think its necessary renewing it since I'm expecting PPR, but I never expected it to be this long. Thanks<br><br></blockquote>Thank you. <br><br>accra.immigration@international.gc.ca</div>",1:52am,Mar-01,2019
"<div class=""narrow""><blockquote><a href=""/post/76235897""><b>czaratwork</b></a>:<br>Please is it true that WES now needs our WAEC result for credentials evaluation? Please which of the bodies is fastest for this exercise? <br><br>Awaiting urgent response.</blockquote>Yes, WES requires WAEC for degrees obtained from Nigerian universities.<br><br>I believe WES is still the fastest as long as your school does not delay the verification process. ICES is currently 12 weeks.</div>",2:12am,Mar-01,2019
"<div class=""narrow""><blockquote><a href=""/post/76236203""><b>toyinana</b></a>:<br>Please I would like to learn French, can anyone suggest where (organisations/location) and probably how long and how much it can cost me.<br><br>Thank you in advance. </blockquote><br><a href=""https://www.nairaland.com/4672912/all-tef-candidates-canada-immigration?_e_pi_=7%2CPAGE_ID10%2C9749817897"">https://www.nairaland.com/4672912/all-tef-candidates-canada-immigration?_e_pi_=7%2CPAGE_ID10%2C9749817897</a></div>",2:18am,Mar-01,2019
"<div class=""narrow""><span style=""color:#000099;"">Wow!!!!<br><br>The Lord is good.... all the time.<br><br>It is so exciting that everything has all ended in praise.<br><br>All the pains and struggle for the process are over now.<br><br>...and thanks for sharing your PPR script with us, even as a silent reader <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <br><br>I will rate your script 8.2/10.... Very good score.<br><br>Please, do not forget to drop your landing thesis in the sister thread oooo....<br><br>I wish you great success and favour in Cannyland.<br><br>God bless you abundantly</span><br><br><br><br><blockquote><a href=""/post/76197312""><b>CanadasGOAT</b></a>:<br>Silent follower’s post  <br><br>Its PPR <br><br>My post is a little long and emotional for me but thank God it has ended in praise<br><br>Summary<br>.<br>.<br>.<br><br>Above all don’t forget God in this journey pray hard if you can fast make sure you do because God is able to do more than what we desire. <br></blockquote></div>",4:18am,Mar-01,2019
"<div class=""narrow""><span style=""color:#000099;""> <img src=""https://www.nairaland.com/faces/cheesy.png"" alt=""cheesy"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/cheesy.png"" alt=""cheesy"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/cheesy.png"" alt=""cheesy"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/cheesy.png"" alt=""cheesy"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/cheesy.png"" alt=""cheesy"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/cheesy.png"" alt=""cheesy"" border=""0"" class=""faces""><br><br>i will surprise all of you. Na 15/10 una go give me las las<br></span><br><br><blockquote><a href=""/post/76197929""><b>Misi16</b></a>:<br><br>You have no idea (rubs hand in glee waiting for ur PPR <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces"">)</blockquote></div>",4:20am,Mar-01,2019
"<div class=""narrow""><span style=""color:#000099;""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""><br><br>What am i reading below<img src=""/faces/huh.png"" style=""width:15px;height:22px;"">? <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""><br><br><br>Oya submit your PPR script!! <img src=""https://www.nairaland.com/faces/angry.png"" alt=""angry"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/angry.png"" alt=""angry"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/angry.png"" alt=""angry"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/angry.png"" alt=""angry"" border=""0"" class=""faces""></span><br><br><br><br><blockquote><a href=""/post/76218576""><b>Babeakosua</b></a>:<br>Congratulations Ramj!!! <b>Our very own PPR script marker,</b> who will assess your PPR script nah? <br><br>I'm excited to read your story.<br><br>May Canada favour you and yours. Amen!!!<br><br><br></blockquote></div>",4:57am,Mar-01,2019
"<div class=""narrow""><span style=""color:#000099;"">Casted!!!</span><br><br><blockquote><a href=""/post/76227451""><b>Josefuadjr</b></a>:<br><br><br>Congratulations my Nigerian breweries brother. Lol. I know say you no go sabi me</blockquote></div>",5:02am,Mar-01,2019
"<div class=""narrow""><span style=""color:#000099;"">Wowwww!!!!<br><br>Je m'appelle RAMJ!!!!!!!<br><br>It has finally ended in praise.<br><br>The Lord is good and gracious in His ways.<br><br>Sweet PPR script also. I love this.<br><br>It's nice to see that you followed through with the RCCG fast that ended yesterday. Indeed God is a miracle working God.<br><br>I will rate your PPR script 8.8/10. Very good grades.<br><br>Now you can graduate to the sister thread. Please, do not forget to submit your landing thesis over there oooo!!!<br><br><br>Please, go and prepare Cannyland for us... we dey come.<br><br>May God bless your hand work in CA and grant your family unimaginable favour.<br><br>God bless sir!<br><br>Je M'appelle Canadian Sweet Boy</span><br><br><br><blockquote><a href=""/post/76232732""><b>Ramj</b></a>:<br><br><br><br><b>Tales by Moonlight – Episode PPR – Written by Ramj</b><br><br><s>In a land of myth, and a time of magic… the destiny of a great kingdom rests on the shoulders of a young boy. His name… Merlin.<br></s><br><br>.<br>.<br>.<br><br>Thank you Jesus<br><br><br><br>Je m'appelle <b>FillInTheBlankSpace<br></b><br><br><br><br></blockquote></div>",5:26am,Mar-01,2019
"<div class=""narrow"">Please I need a proven information on this... Does this Advanced Diploma program in Unilag give 2 or more certificates in addition to my degree.. I'm currently evaluating my BSc with Wes but need another certificate to boost my CRS</div>",6:01am,Mar-01,2019
"<div class=""narrow""><blockquote><a href=""/post/76234759""><b>Topsmamen</b></a>:<br><br><br><br><br>The highlighted text in bold.<br><br>@Tojued, @Ifeoma77, everyone..... should we tell Ramj?<br><br></blockquote><br>Be a good somebody naa  <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces"">  <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces"">  <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> I have corrected myself.<br><br>Cover face</div>",6:21am,Mar-01,2019
"<div class=""narrow""><blockquote><a href=""/post/76237610""><b>raphrulz</b></a>:<br><span style=""color:#000099;"">Wowwww!!!!<br><br>Je m'appelle RAMJ!!!!!!!<br><br>It has finally ended in praise.<br><br>The Lord is good and gracious in His ways.<br><br>Sweet PPR script also. I love this.<br><br>It's nice to see that you followed through with the RCCG fast that ended yesterday. Indeed God is a miracle working God.<br><br>I will rate your PPR script 8.8/10. Very good grades.<br><br>Now you can graduate to the sister thread. Please, do not forget to submit your landing thesis over there oooo!!!<br><br><br>Please, go and prepare Cannyland for us... we dey come.<br><br>May God bless your hand work in CA and grant your family unimaginable favour.<br><br>God bless sir!<br><br>Je M'appelle Canadian Sweet Boy</span><br><br><br></blockquote><br>Prof God is really good. He is good<br><br>Je m'appelle GIG</div>",6:22am,Mar-01,2019
"<div class=""narrow""><blockquote><a href=""/post/76175989""><b>Tojued</b></a>:<br>Extremely long post alert. Please skip to the last line for a summary.<br><br><i><br>MEP – 27/07/2018<br>IP2 – 29/10/2018<br>PPR – 26/02/2019<br><hr><br><br><br><br>[i]TLDR</i>: It was a long wait but PPR is here and I glorify God, thank <i>you</i> for your service to this thread, and pray <b><span style=""color:#770077;"">MAY YOUR DREAMS COME TRUE</span></b>.</blockquote><br>Congrats Tojued.<br><br>Congrats</div>",6:26am,Mar-01,2019
"<div class=""narrow"">Thank you.<br><br><br><br><br><br><br><blockquote><a href=""/post/76236721""><b>kriyobt</b></a>:<br><br><br><a href=""https://www.nairaland.com/4672912/all-tef-candidates-canada-immigration?_e_pi_=7%2CPAGE_ID10%2C9749817897"">https://www.nairaland.com/4672912/all-tef-candidates-canada-immigration?_e_pi_=7%2CPAGE_ID10%2C9749817897</a></blockquote></div>",6:55am,Mar-01,2019
"<div class=""narrow"">Congratulations Je m'appelle Ramj<br><blockquote><a href=""/post/76232732""><b>Ramj</b></a>:<br><br><br><b>Timeline</b><br>ITA October 15, 2018<br>AOR November 20, 2018<br>MEP/BIL Dececmber 27, 2018<br>Biometrics Done December 28, 2018<br>Raised CSE January and VO – Ottawa<br>RPRF ADR – February 7, 2019 paid and updated same day and then the review and finally the status was changed to Not Applicable Feb 22nd and then the excitement increased but no shows still.<br>However yesterday the penultimate day of the RCCG 49 days Prayer and Fasting Programme the word I got was within the next 24hours I am going to have my testimony and ohhh dear how I keyed into it and …..<br>5:01am February 28th 2019 PPR Email came less than 24hours after the word was spoken.<br>Glory to God.<br><br>Thank you Jesus<br><br><br>Je m'appelle <b>FillInTheBlankSpace<br></b><br><br><br></blockquote></div>",6:55am,Mar-01,2019
"<div class=""narrow"">Congratulations to my ppr people. @<br><br>ChandlerBing<br><br>mbhs139<br><br>Kemzyebony<br><br>tolulopearl<br><br>WhiteUlquiorra<br><br>Adaoh<br><br>19CannyMum<br><br>Tojued<br><br>Bukzie<br><br>CanadasGOAT<br><br>Ramj<br><br>Mr Ramj je ma pelle, who nor sabi you that year? LOL Bless God for you. We have some old timers and committed people on this glorious PPR announcement train. <br> <br>@Tojued, your testimony sweet me.  Ottawa hold you nor be small. But thank God it ended well. I am somewhat surprised you are a lady;  I don't know why but I always assumed you were a guy. Reading your testimony, I was reminded of glitteringstar all over again. I really want to thank you guys; some of these individuals gave their 100% percent to the success of this thread. Tojued was one of such people.<br>Too many of us can testify today and we have to come back to celebrate you all.</div>",7:05am,Mar-01,2019
"<div class=""narrow""><span style=""color:#000099;"">Wow! This is the definition of express entry!!<br><br>If its 8th March that the passport would come, then you are well within the stipulated timeline.<br><br>So nothing to worry about.<br><br>Just snap all the pictures and get every necessary document ready.. so that you go directly from immigration office to VFS (immediateye you collect your passport).<br><br>Please, we are still waiting for your full PPR script.<br><br>DO fast and submit.</span><br><br><blockquote><a href=""/post/76213005""><b>senola1</b></a>:<br>Good morning Fam, I still can't believe what I am seeing. Just logged in to my mail right now and behold......<br><br>Its PPR.......����<br>I can't believe my eyes. No idea of VO, no calls, no ADR, nothing despite the temptation.<br><br>God did it. Would be back for more details. Meanwhile AOR is Dec 21<br><br><br>meanwhile, i need a clarification from Professors in here, coincidentally, i was also processing a new passport - Change of Name for my wife which is to be ready for collection by this time next week - 8th Mar, and i think one has 15 days to submit travel documents......not sure. hw can i go about this? Anyone willing to help?</blockquote></div>",7:34am,Mar-01,2019
"<div class=""narrow""><blockquote><a href=""/post/76232732""><b>Ramj</b></a>:<br><br><br><br>Thank you Jesus<br><br><br><br>Je m'appelle <b>FillInTheBlankSpace<br></b><br><br><br><br></blockquote>Congratulations to you and your family</div>",7:58am,Mar-01,2019
"<div class=""narrow""><blockquote><a href=""/post/76236203""><b>toyinana</b></a>:<br>Please I would like to learn French, can anyone suggest where (organisations/location) and probably how long and how much it can cost me.<br><br>Thank you in advance. </blockquote><br>My friend is currently attending classes here as she need points via TEF. I recommend them.</div>",8:55am,Mar-01,2019
"<div class=""narrow""><blockquote><a href=""/post/76218002""><b>Ramj</b></a>:<br><b>Gather round Gather round<br></b><br>Something has landed<br><br>And to the Glory of God may I declare that it is <b>PPR</b>.<br><br>My people the Golden mail has landed <br><br>Thanks soo much for all the love and support.<br><br>Full story coming soon. Get ready<br><br>Je m'appelle PPR</blockquote><br>Congratulations Ramj. Canada will favour you!</div>",8:59am,Mar-01,2019
"<div class=""narrow""><blockquote><a href=""/post/76230721""><b>Sthill5</b></a>:<br><br><br>Its professional graduate diploma which is evaluated to a three year degree<br>Certificate in IT gets one year certificate<br>The diploma in IT is evaluated as a two year diploma</blockquote>biko one year certificate is how many points?</div>",9:06pm,Feb-28,2019
"<div class=""narrow"">Congratulations to all the ppr clinchers.....May God bless the land for you</div>",9:07pm,Feb-28,2019
"<div class=""narrow"">No. Go to the WES site, you will find a WAEC verification form. You fill in the details with the Scratch card pin and other requirements and send to WES via post.<br><br>To reduce postage cost, you can send it with your transcript if possible.<br><br>All the best.<br><br><blockquote><a href=""/post/76218248""><b>Trizadove</b></a>:<br><br><br>hello ma'am, i want to be double sure of your information<br>are you saying all we need to send to WES is just the WAEC Scratchard?<br>no affidavit, no waec head office waka, no confirmation of result?<br>please enlighten me </blockquote></div>",9:16pm,Feb-28,2019
"<div class=""narrow""><blockquote><a href=""/post/76231438""><b>manlikegb</b></a>:<br><br><br>@Sthill5, may I ask how long(program duration) it took to complete either/each of the 3? I have a BIL who is in the I.T. field, his CRS is presently 426 so we're looking for a way to increase his score.<br><br>1. Certificate in IT (<a href=""https://www.bcs.org/category/18082"">https://www.bcs.org/category/18082</a>)<br>2. Diploma in IT (<a href=""https://www.bcs.org/category/18083"">https://www.bcs.org/category/18083</a>)<br>3. Professional Graduate Diploma in IT (<a href=""https://www.bcs.org/category/18084"">https://www.bcs.org/category/18084</a>)<br><br>Thanks.</blockquote><br>There is no set length of time...you can go at your own pace and when you're ready, you just register for the exam</div>",9:19pm,Feb-28,2019
"<div class=""narrow""><blockquote><a href=""/post/76231813""><b>Debsify</b></a>:<br>biko one year certificate is how many points?</blockquote><br>You can use the CRS calculator to know</div>",9:21pm,Feb-28,2019
"<div class=""narrow""><blockquote><a href=""/post/76231813""><b>Debsify</b></a>:<br>biko one year certificate is how many points?</blockquote>I jus used the crs calculator tool, put two certificates for my spouse; assuming she does the BCS IT Cert that's 3 modules and our scores shot to 473  <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""></div>",9:22pm,Feb-28,2019
"<div class=""narrow""><blockquote><a href=""/post/76218002""><b>Ramj</b></a>:<br><b>Gather round Gather round<br></b><br>Something has landed<br><br>And to the Glory of God may I declare that it is <b>PPR</b>.<br><br>My people the Golden mail has landed <br><br>Thanks soo much for all the love and support.<br><br>Full story coming soon. Get ready<br><br>Je m'appelle PPR</blockquote><br><br><b>Tales by Moonlight – Episode PPR – Written by Ramj</b><br><br><s>In a land of myth, and a time of magic… the destiny of a great kingdom rests on the shoulders of a young boy. His name… Merlin.<br></s><br><br>So the story began in 2013 as Masters was rounding off and RamjMrs' aunty started pressing us, what are you guys going to go and do in Naija.<br><br>You better ja yourself. Australia and Canada were ready options, then the Aussies were giving this open year permit to graduates from select countries to come and boost their economy.<br>Moreover 2013, the advent of Boko Haram – what<img src=""/faces/huh.png"" style=""width:15px;height:22px;"">?? bombing and killings like no man business in Nigeria – home was not calling at all.<br><br>But as the Word of God says there is a time for everything and a season for every purpose under the sun.<br><br>Did Ramj want to come back def not, but deep within I knew home was calling – I can’t begin to discuss this. This however I am sure home was the place to be and in the words of the US VOs -  Build your home ties – God brought me home to build home ties. GBAM  I bless God home ties have been built.<br><br>Life went on job to job and marriage and life was looking God. (Books can not contain this part of the story)<br><br>Fast-forward to 2017 and my colleague at work who had started the process started troubling me – You are just wasting here all manner but me I no even hear wetin im dey talk. However the seed was been planted and late 2017 I visited Nairaland and met part 3 (went back to part 1 and 2 then joined the team in good time) Nonetheless no step was taken – the prospect of been back abroad is always a tempter if you have lived abroad but I had to be sure it was the right move (I appeal to all this is a good opportunity but is it the right thing for you – you decide)<br><br>When the green light was seen immediately I created WES account for RamjMrs and Ramj- January 22nd 2018 and the rest to the Glory of God is now entering the history books<br><br>Decision to travel was January 2018 and immediately I got the go ahead WES registration straight.<br><br><b>IELTS</b><br>First IELTS Ramj MRs - May 12, 2018 ….  Didn't go to script<br>8 6.5 6 8.5 (those that wrote MOD May 12 2018 can tell the story better the venue was M3 event centre Ojodu berger) Ojo buruku esu kai – help me translate<br>Nonetheless  RamjMrs got seriously sick 2 weeks to exams was hospitalised but Glory to God<br>RamjMrs ECA was ready by 6th June 2018 for wife MSc Only by WES. We entered the ocean straight away irrespective of first IELTS result and sat humbly at 389 there about  <img src=""/faces/huh.png"" style=""width:15px;height:22px;"">  <img src=""/faces/huh.png"" style=""width:15px;height:22px;""><br><br>Second IELTS August 18<br>God came throough for us August 31 (RamjMrs) 8, 9, 7, 8.5 – LRWS.<br> CRS would then be porudly sitting at 448  <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> but I didn’t update, my monkey no fit chop banana because POF never dey kampe<br><br>My ECA was still in the pipeline but not needed (ECA released October 12, 2018)<br><br><b>The Gathering</b><br>Document gathering started and it was going rather seamlessly, medicals PCC later done after ITA November 9 at Q-Life.  POF was the real deal – matured investment the coy no gree pay and that just changed the entire picture. Had to start super hussling but God came through yet again<br><br><b>POF -</b> Got gift deed from RamjMum, invested in Tbills prepared Gift Deed in affidavit format (however I did not submit the gift deed – had it just if they asked later) Plus<br>Stanbic Reference letter - Money Market had some funds there got the reference seamlessly and added wifey’s PFA from ARM as well. <br><br><b>Surprise Draw</b><br>After October 3rd draw was 445 fear catch me na so I quickly update RamjMrs’ super-duper IELTS result … . Then unexpectedly on that Glorious Monday of 15th October there was a surprise draw and ITA landed like shines teeth. <br>Wanted to decline ITA as POF never gallant RamjMrs say make we keep on, we braced on the say the rest is ……..<br><br><b>Timeline</b><br>ITA October 15, 2018<br>AOR November 20, 2018<br>MEP/BIL Dececmber 27, 2018<br>Biometrics Done December 28, 2018<br>Raised CSE January and VO – Ottawa<br>RPRF ADR – February 7, 2019 paid and updated same day and then the review and finally the status was changed to Not Applicable Feb 22nd and then the excitement increased but no shows still.<br>However yesterday the penultimate day of the RCCG 49 days Prayer and Fasting Programme the word I got was within the next 24hours I am going to have my testimony and ohhh dear how I keyed into it and …..<br>5:01am February 28th 2019 PPR Email came less than 24hours after the word was spoken.<br>Glory to God.<br><br><b>This Morning</b><br>I saw the email as I woke up around 5:30 went to RamjMrs who was preparing for work around and then I held her face like a man beholding her bride after removing the veil and the words – We are gonna be Permananet Residents came out.<br>You know when all the while during the wait you feel when the Pret Pour Visa email comes you will shout and tear the roof of. <br>Hmm well I couldn’t, the email was there staring at me in the face saying I don come oya tear the roof let me see. I look at it and i just feel calm and gentle – Yes no doubt the joy is there but the feeling is just that of mixed emotions of joy,awe and the future stares at you. <br>You just feel grateful but gentle.<br><br><b>Submission sharp sharp</b> – I had readied Passports and Passport Photograph just on Sunday like I knew it was near<br>Had some appointments for the day but mhen Naija would not sleep it didn’t enter VFS today. After all was done I got to VFS around past 1 pm.<br> Small “Sufferment”<br>Chaiii I suffer oo those guys told me to seat in the wrong queue despite telling them 2ce what I came in for. More than one hour sitting tensely excited to get this over with and go home  yet I dey wrong queue.  I just wanted to go home and take the whole thing in.<br>After I was moved it was all done within 45 minutes. (Guys make sure you tell them you are here for PPT)<br><br>Glory to Goddddd all submitted and now before moving to the next – I wanna celebrate this.<br><br>Thank you Jesus<br><br><br><br>Je m'appelle <b>FillInTheBlankSpace<br></b></div>",9:39pm,Feb-28,2019
"<div class=""narrow""><blockquote><a href=""/post/76218059""><b>Topsmamen</b></a>:<br><br><br>Ramj!!!!!!!!!! Congrats man! <br><br>Did you go to the mountain to pray? You were silent for a while and then BOOM! It's PPR! Oya hurry! We are getting set.</blockquote><br>MY brother e pass mountain ooo, been popping in once in a while though. <br><br>Yeah the mountain time paid of yeahh</div>",9:42pm,Feb-28,2019
"<div class=""narrow"">Thanks so much for everyone... I am overwhelmed even got calls and all sorts.<br><br>Soooo grateful.<br><br>Thanks and a big Amen to all the prayers...<br><br>Was a really loaded and eventful day but in all Glory to God<br><br>Je m'appelle <b>YouRNext</b></div>",9:44pm,Feb-28,2019
"<div class=""narrow""><blockquote><a href=""/post/76224297""><b>joo2018</b></a>:<br><br>IELTS: @enoeshett, that result is odd. Are you thinking about remark? @Babeakosua, may God answer your prayers. @jazzy, maintain the faith.<br><br>PPR: @CanadasGOAT (that moniker sha, thank God for preserving your life), @Temas, @Ramj (class prefect), @senola1<br><br>Je m'appelle ""we are all going to the Northwest Territory""</blockquote><br>NorthWest Lo le se ooooo<br><br>Je m'appelle NWT</div>",9:49pm,Feb-28,2019
"<div class=""narrow""><span style=""color:#550000;""><i> Congratulations Ramj! It has ended in praise. </i></span></div>",9:51pm,Feb-28,2019
"<div class=""narrow""><blockquote><a href=""/post/76173932""><b>Tojued</b></a>:<br>it's a testimony and I'm grateful. now going to study properly so i can pass prof. snape's exam. BRB.</blockquote><br>Congrats my dear sister. You no see say me sef no quick submit my script i cannot come and fail Prof Snape'sCourse<br><br>Je m'appelle <s>ProfSnape</s><b>Pass</b><br><br>#editted</div>",9:52pm,Feb-28,2019
"<div class=""narrow"">Hey guys please o..your help is required.<br><br>What is holding me back from submitting is work reference letter..not almighty pof..its letter.<br><br>So my organisation doesnt give ref letter in cic format, when they do its just employment level and salary they will state.<br><br>The problem now is that our boss has warned that no body should write ref letter for colleague. So i cant get that one everybody is scared.<br><br>I can prove that i work there with id and bank statements. But i dont know how to prove my Noc, as every letter i have from the company doesnt state my job role only level.<br><br>I believe proving NoC is important in this process. Sorry for all this long gist which is meant for ppr..but someone should help.<br><br>@tojued @ifeoma77 @joo2018</div>",9:53pm,Feb-28,2019
"<div class=""narrow"">Congratulations Ramj!!!!<br><br>All the best moving forward</div>",9:55pm,Feb-28,2019
"<div class=""narrow""><blockquote><a href=""/post/76229937""><b>adenikeO</b></a>:<br>You can read on your own, I did intense reading for about a month and two weeks and passed the exam.</blockquote>Please, which of the certificate did you do? ( Diploma in IT, professional graduate or the basic certificate in IT). <br>Also, can someone complete the basic certificate in 3-4 months? What's the final cost for the whole process<br>Sorry for bothering you with questions<br>Thanks</div>",10:01pm,Feb-28,2019
"<div class=""narrow"">Congratulations @tojued, @Ramj and other PPR grabbers! May the land favour you, we dey your back....back to observing the thread</div>",10:05pm,Feb-28,2019
